Formula,gfa,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
Al61Ce10Ni29,0,Al61 Ce10 Ni29,Al0.3465623257954314 Ce0.29503431690974913 Ni0.35840335729481954 ,Al0.61Ce0.1Ni0.29,0.108516888,0.310509571,0.012049687,6.7785,1.255581902,-0.007405802,47.49142455,4749.142455,-0.628893989,0.136488684,0.2977,11.13,28.0872,3.7875,11,0,1,9,1,39.1814,0.595200312,11.293714,-0.143237672,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.49142455,11.13,3.59,45,21.85,0.6,1.339,0.79,1.648,2,0.61,2.42,0.1,0.389863548,0.118908382,0.471734893,0.019493177,0.012049687,0.019334212,0.029572897,0.0350401,0.053891328
Al65Ce15Ni20,0,Al65 Ce15 Ni20,Al0.3487090341172596 Ce0.4178901366202521 Ni0.2334008292624882 ,Al0.65Ce0.15Ni0.2,0.117570499,0.276938677,0.00087449,7.6275,1.253254648,-0.007370066,50.29408009,5029.408009,-0.533180959,0.14006446,0.29005,10.9,29.62,3.7395,11,0,1,9,1,34.089,0.619170234,9.61765,-0.143460563,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.29408009,10.9,3.65,45,22.75,0.6,1.36,0.79,1.5965,2,0.65,1.75,0.15,0.43956044,0.142857143,0.384615385,0.032967033,0.00087449,0.0054111,0.017496355,0.051449639,0.06512801
Al70Ce15Ni15,0,Al70 Ce15 Ni15,Al0.38775741509369505 Ce0.43149359148376193 Ni0.18074899342254297 ,Al0.7Ce0.15Ni0.15,0.113544923,0.26357957,-0.003643797,7.14,1.252748315,-0.006807574,48.70848702,4870.848702,-0.528027934,0.131812905,0.25755,11.05,27.72,3.687,11,0,1,9,1,31.666,0.597974466,8.0427,-0.126846286,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.70848702,11.05,3.6,45,22,0.6,1.355,0.79,1.5815,2,0.7,1.35,0.15,0.476190476,0.166666667,0.321428571,0.035714286,-0.003643797,0.005539913,0.017496355,0.059794459,0.070846367
Al75Ce10Ni15,0,Al75 Ce10 Ni15,Al0.47004238835607565 Ce0.3254593706374719 Ni0.2044982410064524 ,Al0.75Ce0.1Ni0.15,0.098609938,0.281873158,0.010095922,5.6025,1.25413827,-0.006074109,43.05176395,4305.176395,-0.624656437,0.118110404,0.2193,11.55,22.98,3.6405,11,0,1,9,1,32.397,0.569084153,7.49445,-0.113146254,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.05176395,11.55,3.45,45,19.75,0.6,1.325,0.79,1.606,2,0.75,1.3,0.1,0.481927711,0.180722892,0.313253012,0.024096386,0.010095922,0.01076218,0.023570226,0.047325453,0.061900779
Al80Ce5Ni15,0,Al80 Ce5 Ni15,Al0.5772217484469828 Ce0.18734569705329338 Ni0.23543255449972383 ,Al0.8Ce0.05Ni0.15,0.077071932,0.308850412,0.018371297,3.86,1.255547294,-0.005095397,37.39504088,3739.504088,-0.857798945,0.101983688,0.17595,12.05,17.48,3.594,11,0,1,9,1,33.128,0.540149231,6.8731,-0.097031898,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.39504088,12.05,3.3,45,17.5,0.6,1.295,0.79,1.6305,2,0.8,1.25,0.05,0.487804878,0.195121951,0.304878049,0.012195122,0.018371297,0.022234152,0.013418472,0.045756865,0.058588385
Al82Ce8Ni10,0,Al82 Ce8 Ni10,Al0.5643596109242833 Ce0.28592562516518605 Ni0.14971476391053065 ,Al0.82Ce0.08Ni0.1,0.086861468,0.280126379,0.011067408,4.3676,1.254186066,-0.004947217,39.20348165,3920.348165,-0.655702202,0.101379771,0.165072,11.9,18.0832,3.5694,11,0,1,9,1,30.2664,0.51016575,5.437432,-0.086116702,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.20348165,11.9,3.34,45,18.1,0.6,1.308,0.79,1.6008,2,0.82,0.88,0.08,0.529100529,0.216931217,0.232804233,0.021164021,0.011067408,0.011413358,0.035572095,0.066377715,0.079154878
Al86Ce4Ni10,0,Al86 Ce4 Ni10,Al0.6691289620095633 Ce0.16161898960628493 Ni0.16925204838415175 ,Al0.86Ce0.04Ni0.1,0.067111275,0.312431295,0.020104994,2.9244,1.255312266,-0.004063228,34.6781032,3467.81032,-0.902153105,0.087254266,0.129168,12.3,13.2448,3.5322,11,0,1,9,1,30.8512,0.486452231,4.922808,-0.074479331,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6781032,12.3,3.22,45,16.3,0.6,1.284,0.79,1.6204,2,0.86,0.84,0.04,0.534759358,0.229946524,0.22459893,0.010695187,0.020104994,0.021453126,0.0225273,0.050367376,0.064278471
Al87Ce5Ni8,0,Al87 Ce5 Ni8,Al0.6673432281884385 Ce0.19916867259879423 Ni0.13348809921276736 ,Al0.87Ce0.05Ni0.08,0.070963385,0.2994295,0.015041198,3.0515,1.254823191,-0.003932546,35.17521058,3517.521058,-0.780917544,0.085643513,0.12205,12.26,13.1848,3.5205,11,0,1,9,1,29.7358,0.461914199,4.261106,-0.067507899,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17521058,12.26,3.23,45,16.45,0.6,1.288,0.79,1.6095,2,0.87,0.69,0.05,0.55401662,0.24099723,0.191135734,0.013850416,0.015041198,0.017237888,0.036984687,0.049231555,0.06828948
Al89Ce10Ni1,0,Al89 Ce10 Ni1,Al0.6219181880313787 Ce0.3628810342586135 Ni0.015200777710007784 ,Al0.89Ce0.1Ni0.01,0.085821006,0.209238122,-0.002551523,3.8385,1.252714648,-0.00315953,38.61210335,3861.210335,-0.428978313,0.079095571,0.1017,11.97,14.4232,3.4935,11,0,1,9,1,25.6126,0.258697759,1.795554,-0.027502063,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.61210335,11.97,3.31,45,17.65,0.6,1.311,0.79,1.564,2,0.89,0.18,0.1,0.630914826,0.280757098,0.056782334,0.031545741,-0.002551523,0.003747023,0.049031435,0.067000187,0.088493034
Al60Ce20Ni20,1,Al60 Ce20 Ni20,Al0.2893421049507594 Ce0.5008542937241368 Ni0.20980360132510384 ,Al0.6Ce0.2Ni0.2,0.128721882,0.265855857,-0.012864075,8.96,1.251876578,-0.007900549,55.95080316,5595.080316,-0.476817868,0.15223996,0.3232,10.4,33.28,3.786,11,0,1,9,1,33.358,0.647560648,10.0928,-0.156500578,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.95080316,10.4,3.8,45,25,0.6,1.39,0.79,1.572,2,0.6,1.8,0.2,0.434782609,0.130434783,0.391304348,0.043478261,-0.012864075,0.012864075,0.041573971,0.056283404,0.080063872
Al95Ce5Ni0,1,Al95 Ce5,Al0.7853500878559505 Ce0.21464991214404955 ,Al0.95Ce0.05,0.062465871,0.214958486,0.010264006,1.9475,1.173694231,-0.001650456,32.63826167,3263.826167,-0.422978489,0.053580103,0.04845,12.5,7.22,3.4365,3,0,1,1,1,25.859,0.123220354,0.69445,-0.009918441,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.63826167,12.5,3.15,45,15.25,0.6,1.28,0.49,1.5855,2,0.95,0.05,0.05,0.655737705,0.31147541,0.016393443,0.016393443,0.010264006,0.010264006,0.030304576,0.20790656,0.373409821
Al25Ce55Ni20,0,Al25 Ce55 Ni20,Al0.07059691678834394 Ce0.8065465437902908 Ni0.12285653942136526 ,Al0.25Ce0.55Ni0.2,0.150951437,0.257426941,0.00314793,12.5475,1.242725156,-0.008291315,95.54786465,9554.786465,-0.363872248,0.208696534,0.41245,6.9,37.62,4.1115,11,0,1,9,1,28.241,0.856081548,11.37205,-0.212814761,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.54786465,6.9,4.85,45,40.75,0.6,1.6,0.79,1.4005,2,0.25,2.15,0.55,0.404040404,0.050505051,0.434343434,0.111111111,0.00314793,0.013622984,0.070710678,0.088864948,0.095080219
Al91Ce5Ni4,0,Al91 Ce5 Ni4,Al0.7241392988920682 Ce0.20661971043057392 Ni0.06924099067735788 ,Al0.91Ce0.05Ni0.04,0.066947279,0.284717599,0.01388043,2.5235,1.254411691,-0.003029325,33.90673613,3390.673613,-0.675896283,0.072367744,0.08685,12.38,10.3432,3.4785,11,0,1,9,1,27.7974,0.365393213,2.555314,-0.042535075,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.90673613,12.38,3.19,45,15.85,0.6,1.284,0.79,1.5975,2,0.91,0.37,0.05,0.600600601,0.273273273,0.111111111,0.015015015,0.01388043,0.01388043,0.019986145,0.044177958,0.073304337
Al88Ce10V2,0,Al88 Ce10 V2,Al0.6123598626239437 Ce0.36136414918657356 V0.026275988189482766 ,Al0.88Ce0.1V0.02,0.085440196,0.237259752,-0.001934227,3.8272,1.208763717,-0.00350013,38.77418397,3877.418397,-0.479468126,0.07475314,0.09278,11.84,14.3424,3.5214,6,0,1,4,1,25.5262,0.207928699,1.706036,-0.022912355,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.77418397,11.84,3.32,45,17.7,0.6,1.312,0.51,1.5614,2,0.88,0.16,0.1,0.636942675,0.280254777,0.050955414,0.031847134,-0.001934227,0.004080101,0.05979557,0.06890354,0.093901266
Al90Ce10V0,0,Al90 Ce10,Al0.6341139683138571 Ce0.365886031686143 ,Al0.9Ce0.1,0.084769125,0.187141618,-0.0034528,3.69,1.172798091,-0.00270274,38.29498474,3829.498474,-0.376122094,0.074670571,0.0918,12,13.68,3.483,3,0,1,1,1,25.128,0.174546323,1.3158,-0.018885445,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.29498474,12,3.3,45,17.5,0.6,1.31,0.49,1.561,2,0.9,0.1,0.1,0.64516129,0.290322581,0.032258065,0.032258065,-0.0034528,0.004442569,0.040406102,0.164133283,0.318861583
Al91Ce9V0,0,Al91 Ce9,Al0.6606780186966231 Ce0.33932198130337693 ,Al0.91Ce0.09,0.081093733,0.191110003,-0.000710494,3.3579,1.172976398,-0.002515299,37.16364013,3716.364013,-0.382485623,0.071054329,0.083538,12.1,12.4488,3.4737,3,0,1,1,1,25.2742,0.165543413,1.197378,-0.017164347,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.16364013,12.1,3.27,45,17.05,0.6,1.304,0.49,1.5659,2,0.91,0.09,0.09,0.647249191,0.294498382,0.029126214,0.029126214,-0.000710494,0.002107384,0.026263966,0.168847328,0.327346864
Al92Ce8V0,0,Al92 Ce8,Al0.6889101890200995 Ce0.3110898109799006 ,Al0.92Ce0.08,0.077093299,0.195669414,0.00203234,3.0176,1.173155164,-0.002317689,36.03229551,3603.229551,-0.389961575,0.067190915,0.075072,12.2,11.1872,3.4644,3,0,1,1,1,25.4204,0.156028488,1.076032,-0.015407675,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.03229551,12.2,3.24,45,16.6,0.6,1.298,0.49,1.5708,2,0.92,0.08,0.08,0.649350649,0.298701299,0.025974026,0.025974026,0.00203234,0.00203234,0.012121831,0.173561373,0.335832146
Al93Ce7V0,0,Al93 Ce7,Al0.7189726999512196 Ce0.2810273000487805 ,Al0.93Ce0.07,0.072711668,0.200982292,0.004775701,2.6691,1.17333439,-0.002108754,34.9009509,3490.09509,-0.398857485,0.063035885,0.066402,12.3,9.8952,3.4551,3,0,1,1,1,25.5666,0.145903225,0.951762,-0.013614867,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9009509,12.3,3.21,45,16.15,0.6,1.292,0.49,1.5757,2,0.93,0.07,0.07,0.651465798,0.302931596,0.022801303,0.022801303,0.004775701,0.004775701,0.002020305,0.179622288,0.345125549
Al80Ce10V10,1,Al80 Ce10 V10,Al0.5304672046037933 Ce0.3443416623777392 V0.12519113301846754 ,Al0.8Ce0.1V0.1,0.087991026,0.345653855,0.004129432,4.32,1.20906614,-0.005312911,40.69098088,4069.098088,-0.686207987,0.07507375,0.0963,11.2,16.48,3.675,6,0,1,4,1,27.119,0.287373892,3.1077,-0.038952645,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.69098088,11.2,3.4,45,18.5,0.6,1.32,0.51,1.563,2,0.8,0.4,0.1,0.606060606,0.242424242,0.121212121,0.03030303,0.004129432,0.004129432,0.053452248,0.063203134,0.069659574
Al85Ce10V5,1,Al85 Ce10 V5,Al0.5807185524663084 Ce0.35478707869217035 V0.0644943688415213 ,Al0.85Ce0.1V0.05,0.086421391,0.285432255,0.000341638,4.0225,1.208876999,-0.0043082,39.49298281,3949.298281,-0.576837341,0.074875174,0.094175,11.6,15.24,3.579,6,0,1,4,1,26.1235,0.245041644,2.261525,-0.029045479,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.49298281,11.6,3.35,45,18,0.6,1.315,0.51,1.562,2,0.85,0.25,0.1,0.625,0.265625,0.078125,0.03125,0.000341638,0.003679769,0.036421568,0.07294027,0.083600487
Al85Ce13V2,1,Al85 Ce13 V2,Al0.5438766208554641 Ce0.43196229164990646 V0.0241610874946294 ,Al0.85Ce0.13V0.02,0.094925096,0.221168166,-0.01015358,4.7743,1.208103261,-0.004004108,42.16821781,4216.821781,-0.444368899,0.084428074,0.116342,11.54,17.676,3.5493,6,0,1,4,1,25.0876,0.230562731,2.043758,-0.027860974,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.16821781,11.54,3.41,45,19.05,0.6,1.33,0.51,1.5467,2,0.85,0.19,0.13,0.630914826,0.268138801,0.059936909,0.041009464,-0.01015358,0.010786446,0.044969125,0.070566189,0.08267362
Al87Ce13V0,1,Al87 Ce13,Al0.5630724680128426 Ce0.4369275319871573 ,Al0.87Ce0.13,0.094228393,0.177773009,-0.011676553,4.6371,1.172265902,-0.003212419,41.68901858,4168.901858,-0.36180005,0.084336309,0.115362,11.7,17.1912,3.5109,3,0,1,1,1,24.6894,0.199144419,1.653522,-0.023840546,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.68901858,11.7,3.39,45,18.85,0.6,1.328,0.49,1.5463,2,0.87,0.13,0.13,0.638977636,0.277955272,0.041533546,0.041533546,-0.011676553,0.011676553,0.051854497,0.149991147,0.293405739
Al94Ce6V0,1,Al94 Ce6,Al0.7510495109330544 Ce0.24895048906694564 ,Al0.94Ce0.06,0.067872302,0.207287765,0.007519589,2.3124,1.173514079,-0.001887008,33.76960628,3376.960628,-0.409626998,0.058528216,0.057528,12.4,8.5728,3.4458,3,0,1,1,1,25.7128,0.135032265,0.824568,-0.011785329,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.76960628,12.4,3.18,45,15.7,0.6,1.286,0.49,1.5806,2,0.94,0.06,0.06,0.653594771,0.307189542,0.019607843,0.019607843,0.007519589,0.007519589,0.016162441,0.193764424,0.359267685
Al94Ce2V4,1,Al94 Ce2 V4,Al0.8397496974438939 Ce0.09278398420221302 V0.06746631835389298 ,Al0.94Ce0.02V0.04,0.04196979,0.418097733,0.017409087,1.0724,1.210627788,-0.002204527,30.20262628,3020.262628,-1.251531486,0.034297996,0.021912,12.48,5.2,3.4854,6,0,1,4,1,27.094,0.164552481,1.051096,-0.011987926,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.20262628,12.48,3.1,45,14.3,0.6,1.266,0.51,1.601,2,0.94,0.14,0.02,0.64516129,0.303225806,0.04516129,0.006451613,0.017409087,0.02067239,0.066147639,0.118106344,0.148142291
Al86Co12Fe2,0,Al86 Co12 Fe2,Al0.7391494384280032 Co0.22527257395285896 Fe0.03557798761913782 ,Al0.86Co0.12Fe0.02,0.040010035,0.469349577,-0.026593211,1.9264,1.07417795,-0.003844225,31.3930066,3139.30066,-2.401435766,0.070484345,0.105844,12.42,8.6096,3.5278,14,0,1,13,0,33.6682,0.521437804,6.099492,-0.07796971,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3930066,12.42,3.14,14,14.94,0.15,1.265,0.27,1.6468,2,0.86,0.96,0,0.523560209,0.22513089,0.251308901,0,-0.026593211,0.026593211,0.041680668,0.061597361,0.073973631
